sentence,sense_labels,dim1,dim2
"The duke's reputation suffered, because several popular accounts, notably the one written by the monk Juan de Victoria, placed all blame for the defeat on him.
",1,-1.6712029,1.0385723
"They also blame the KONGRA-GEL for Kurdish riots which happened during the period.
",2,0.63072056,-2.019058
"Meir resigned in 1974 after the Agranat Commission published its findings on the Yom Kippur War, even though it had absolved her of blame.
",1,-0.8833187,1.0737587
"This correlation between responsibility and voluntary action is acceptable to most people on an intuitive level; indeed, this correlation is echoed in American and European law: for this reason, for example, manslaughter, or killing in self-defense carries a significantly different type of legal punishment (i.e., formalized moral blame) than premeditated murder.
",1,-1.2907895,1.8289013
"The band's third studio album, ""Demons"", was released on October 30, 2015, and marked a departure from the band's post-hardcore sound featured on ""Built for Blame"" and ""Everyone's Out to Get Me"" in favor of a more metalcore-like sound.
",0,9.213426,2.3779948
"Anyone who with a denunciation, complaint, demand or request, even anonymously or under a false name, directs a judicial authority or other authority that has an obligation to report, to blame someone for a crime who he knows is innocent, that is he fabricates evidence against someone, shall be punished with imprisonment from two to six years.
",2,-0.008856983,-2.0859003
"When some people tried to blame the girl's father on, a brawl started and ended by killing the girl's father and one of his relatives.
",2,0.2107506,-1.4130458
"They tell Rudy that Tanya is to blame, who freezes the group and blames them for breaking a police car window.
",2,-0.023402022,-0.8311478
"The credit–or blame–for devising the Frankenstein mechanism which was both to exalt and to destroy Chautauqua, the tent circuit, must be given to two youths of similar temperament, imagination, and a common purpose.
",1,-0.34767932,1.3433263
"When she steals Lechero's money, he diverts blame from her on to him and is punished for it by Lechero.
",1,-0.8675604,2.2531683
"A report issued by the World Organization Against Torture (OMCT) found that law enforcement agencies often do not take domestic violence complaints seriously and, in addition, often blame the victim who is reporting the crime.
",2,0.2496358,-2.8769362
"""It is a common practice in Azerbaijan to blame Armenians in everything"", - he stated.
",2,-0.23664947,-2.1558747
"The subsequent investigation ""determined the fire was caused by human, technical and operational factors, the board cleared the commanding officer and crew of any blame.""
",1,-1.7210038,1.1368814
"In particular, since the majority of the communities affected by Hurricane Katrina were generally low-income and composed mostly of minorities, some people used stereotypes to blame the victims for their misfortune and restore legitimacy to the government.
",2,0.97238904,-3.6488087
"The data also indicates that poverty is not simply to blame for the comparatively radical views of this 7% of Muslims, who tend to be better educated than moderates.
",2,-0.7856766,-3.109192
"Shaumian's close relationship with Lenin also exacerbated the already heightened tensions between the British and the Soviets, who placed much of the blame on the British in complicity in the massacre.
",1,-1.711666,1.7593565
"Alone in the cabin, they argue with the one of them, who cheated at cards and whom to blame, that they were thrown out of the hotel.
",2,-0.62925524,-2.1238463
"Reginald Leeper, the British ambassador at Athens in 1945, in a letter to the British Foreign Secretary at April 1945 mention that the Greeks that lived in Albania blame Cham Albanians for the murder of Tellini.
",2,0.77175045,-1.7998759
"The jury in the coroner's inquest considered both vessels at fault, but more blame was put on the collier; the inquiry run by the Board of Trade found that the ""Princess Alice"" had not followed the correct path and her captain was culpable.
",1,-1.714561,1.8780361
"With this knowledge, Sugden tries to blame the murder on Pilar.
",2,0.45977998,-1.962257
"Blame was usually attributed to the victims rather than the persecuting officials.
",-1,1.7521019,6.8114905
"In turn, Flair responded that Douglas was always the guy that would blame his shortcomings on others.
",2,0.37046537,-2.9225318
"The landlord said that Nello was responsible for the fire, to shift the blame of his neglect, as Baas tells Nello to stay away from Aloise.
",1,-1.9173081,1.7147311
"In his next start on October 17, with Jamie Theriot aboard, Blame broke his maiden, capturing his first win, a maiden special weight race over seven furlongs at Keeneland in Lexington, Kentucky.
",0,7.0198035,2.3635523
"Morgana refuses, placing the blame for her terrible childhood on Arthur.
",1,-2.229671,1.5701153
"He acknowledged that the strategy used in Jiangxi had failed, without taking any blame.
",1,-1.2031478,1.0188451
"He blamed politician Michael Sata for lying to Chiluba to point blame at Nakatindi Wina.
",1,-0.8912081,2.1996868
"Much of the vocalist's blame has been placed on the shoulders of producer Ron Nevison, saying ""(He) didn't really do a great production job.
",1,-1.1957935,1.8968558
"Chesnutt's rendition of the song became his first number-one single on Hot Country Songs in 1991, while ""Blame It on Texas"", ""Your Love Is a Miracle"", and ""Broken Promise Land"" all peaked within the top ten of the same chart by year's end.
",0,10.530719,1.3245842
"Shirley pretends to be more injured than she really is, telling Heather, ""where there's blame, there's a claim"".
",1,-1.4733484,2.2780497
"However, research by Diane Halpern has indicated that boys receive more attention, praise, blame and punishment in the grammar-school classroom, and ""this pattern of more active teacher attention directed at male students continues at the postsecondary level"".
",1,-0.38591462,1.9701551
"Dr. Weidenreich was a well-known contributor who was also received blame for a controversy surrounding Sinanthropus.
",1,-0.81435037,1.4295
"Wagner received letters claiming that Purchas was trying to ""un-Protestantise our Protestant Church"" and that the blame lay with his son, Arthur Wagner, whose introduction of ritualist services at St Paul's Church ""introduced the seeds of division into the Church in Brighton"".
",1,-1.7162919,1.8831939
"He handled press relations on Eisenhower's international trips, sometimes taking the blame from a hostile foreign press.
",1,-1.417512,2.413679
"In 1999 a Coca-Cola bottling plant opened in Mehdiganj, and within a few years this factory has taken some or all of the blame from local people for causing the lack of water.
",1,-1.269115,1.2560127
"The episode also takes the position that parents who blame their children's behavior entirely on television are evading true responsibility for problems that likely have roots elsewhere.
",2,0.27317953,-2.0694056
"Rubinstein declares Hollingbery innocent, placing blame on others, and argues that Kempenfelt may not have been trapped in his cabin.
",1,-1.1368159,1.8308105
"During these days of turmoil, several protesters entered the Romanian Television headquarters to blame the broadcaster for censorship.
",2,1.2000618,-3.398297
"University of Michigan scholar and graduate student Diane Sampson, publishing in a collection entitled """"Bad"" Mothers: The politics of blame in twentieth-century America"", saw Baird as trying to establish motherhood as a 'site' in elaborating her qualifications for Attorney General during her confirmation hearings, an effort that was subverted by her affluence and her earning far more than her husband did.
",1,-0.48123866,2.238241
"Hitler unsuccessfully tried to manoeuvre the British into neutrality by offering them a non-aggression guarantee on 25 August; he then instructed Ribbentrop to present a last-minute peace plan with an impossibly short time limit in an effort to blame the imminent war on British and Polish inaction.
",2,0.47932684,-2.4392433
"In June 2009 the National Audit Office estimated that the failure of the Metronet PPP contract cost the taxpayer up to £410m, adding that ""most of the blame for Metronet's collapse lay with the consortium itself.""
",1,-2.191239,0.59307814
